Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
Tucson Police Dept,383174,11788.9,2147.8,9102.4,538.7,920.5,638.6,8.1,73.3,200.4,Arizona,45172,8230,34878,2064,3527,2447,31,281,768,1988
Tucson Police Dept,393319,0,0,0,0,0,0,0,0,0,Arizona,39718,6937,30913,1868,3187,2226,40,235,686,1989
Tucson Police Dept,405390,10971.7,1951,8411.9,608.8,907.8,606.3,7.4,71.5,222.5,Arizona,44478,7909,34101,2468,3680,2458,30,290,902,1990
Tucson Police Dept,414766,9461.5,1806.6,6818.5,836.4,939.3,639.2,5.8,80,214.3,Arizona,39243,7493,28281,3469,3896,2651,24,332,889,1991
Tucson Police Dept,423836,9391.8,1607.9,6754.7,1029.2,1020.9,691.1,9.9,91.1,228.9,Arizona,39806,6815,28629,4362,4327,2929,42,386,970,1992
Tucson Police Dept,426344,10456.8,1727,7523.5,1206.3,1023.4,729.7,10.3,73.6,209.7,Arizona,44582,7363,32076,5143,4363,3111,44,314,894,1993
Tucson Police Dept,441402,11148.8,1632.3,7976.6,1539.9,1106,802.9,8.4,65.5,229.3,Arizona,49211,7205,35209,6797,4882,3544,37,289,1012,1994
Tucson Police Dept,449981,10951.4,1332.3,8274.8,1344.3,1206.1,861.8,14.4,64.9,264.9,Arizona,49279,5995,37235,6049,5427,3878,65,292,1192,1995
Tucson Police Dept,472385,8718.7,1420.5,6024.7,1273.5,1100.6,758.5,9.7,59.7,272.7,Arizona,41186,6710,28460,6016,5199,3583,46,282,1288,1996
Tucson Police Dept,485933,8913,1424.3,6085.4,1403.3,1052.8,685.1,10.3,59.9,297.6,Arizona,43311,6921,29571,6819,5116,3329,50,291,1446,1997
Tucson Police Dept,467677,8651.7,1440.3,5991.7,1219.6,1033.6,628.6,9.6,77.8,317.5,Arizona,40462,6736,28022,5704,4834,2940,45,364,1485,1998
Tucson Police Dept,471286,8078.5,1289.5,5762.3,1026.8,913.9,582.4,7.6,52,271.8,Arizona,38073,6077,27157,4839,4307,2745,36,245,1281,1999
Tucson Police Dept,486699,8215.1,1380.9,5619.3,1214.9,933.2,551.3,12.3,72.9,296.7,Arizona,39983,6721,27349,5913,4542,2683,60,355,1444,2000
Tucson Police Dept,503461,8925,1301.6,6200.5,1423,958,548.6,8.3,63.8,337.3,Arizona,44934,6553,31217,7164,4823,2762,42,321,1698,2001
Tucson Police Dept,517607,8783.1,1297.7,6286.4,1199,909.8,574.6,9.1,65.3,260.8,Arizona,45462,6717,32539,6206,4709,2974,47,338,1350,2002
Tucson Police Dept,514618,9190.9,1243.1,6712.2,1235.7,915,554.6,9.1,64.1,287.2,Arizona,47298,6397,34542,6359,4709,2854,47,330,1478,2003
Tucson Police Dept,522487,9003.9,1206.2,6584.7,1213,932.7,551,10.5,74.1,297,Arizona,47044,6302,34404,6338,4873,2879,55,387,1552,2004
Tucson Police Dept,529447,5911.6,968.9,3709.9,1232.8,953.4,553.4,10.4,71.4,318.3,Arizona,31299,5130,19642,6527,5048,2930,55,378,1685,2005
Tucson Police Dept,535232,0,956.8,0,1378.1,855.7,478.3,9.5,54.9,312.9,Arizona,0,5121,0,7376,4580,2560,51,294,1675,2006
Tucson Police Dept,523299,0,914.8,0,1293.1,784.1,448.1,9.4,52.9,273.6,Arizona,0,4787,0,6767,4103,2345,49,277,1432,2007
Tucson Police Dept,528917,0,975,0,1098.1,803.9,470.8,12.3,46.5,274.3,Arizona,0,5157,0,5808,4252,2490,65,246,1451,2008
Tucson Police Dept,547981,0,923.8,0,650.4,649.7,378.7,6.4,37.2,227.4,Arizona,0,5062,0,3564,3560,2075,35,204,1246,2009
Tucson Police Dept,520116,0,961.7,0,660,640.4,391.1,9.8,30.4,209.2,Arizona,0,5002,0,3433,3331,2034,51,158,1088,2010
Tucson Police Dept,527479,0,943.9,0,520.6,652.2,383.3,9.7,38.7,220.5,Arizona,0,4979,0,2746,3440,2022,51,204,1163,2011
Tucson Police Dept,531535,0,944.6,0,470.1,724.5,435.3,8.1,44,237,Arizona,0,5021,0,2499,3851,2314,43,234,1260,2012
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,843,303,473,67,45,35,4,1,5,1984
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,908,350,483,75,78,58,2,9,9,1985
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1135,439,625,71,140,124,4,6,6,1986
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1022,389,553,80,144,127,6,4,7,1987
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1158,380,674,104,112,86,5,14,7,1988
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,893,345,494,54,105,77,7,15,6,1989
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,776,290,415,71,92,70,6,9,7,1990
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,820,294,460,66,116,94,2,13,7,1991
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,660,281,341,38,213,202,5,4,2,1992
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1341,634,602,105,165,154,2,3,6,1993
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,2035,730,1170,135,347,320,10,10,7,1994
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,2254,777,1306,171,357,334,5,10,8,1995
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,2157,719,1292,146,348,325,4,12,7,1996
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,2283,772,1343,168,412,376,4,18,14,1997
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,2051,629,1277,145,403,372,4,9,18,1998
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1915,516,1260,139,331,305,7,14,5,1999
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,2268,655,1449,164,290,265,5,10,10,2000
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,2162,569,1385,208,325,294,6,9,16,2001
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,2188,698,1271,219,386,362,7,9,8,2002
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1969,587,1210,172,285,254,5,14,12,2003
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1883,559,1164,160,225,207,2,7,9,2004
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1590,462,967,161,260,244,0,7,9,2005
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1703,408,1092,203,354,326,5,13,10,2006
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1728,527,1054,147,325,307,3,12,3,2007
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1568,536,893,139,302,273,3,20,6,2008
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1419,468,837,114,279,256,1,16,6,2009
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1376,479,790,107,289,264,7,16,2,2010
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1320,465,764,91,312,285,9,13,5,2011
Yavapai County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1315,456,749,110,252,217,3,23,9,2012
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,516,208,263,45,79,66,2,5,6,1994
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1032,331,613,88,84,66,3,8,7,1995
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1048,397,575,76,107,96,0,4,7,1996
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,789,358,374,57,73,72,0,0,1,1997
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1140,545,501,94,86,85,0,1,0,1998
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1017,394,524,99,219,197,3,9,10,1999
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1230,321,794,115,194,173,1,9,11,2000
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1125,322,691,112,181,164,4,6,7,2001
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1245,429,672,144,341,329,0,2,10,2002
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1353,547,611,195,356,338,3,3,12,2003
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1475,576,668,231,312,289,0,2,21,2004
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1636,511,863,262,209,189,1,3,16,2005
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1577,330,1009,238,215,174,3,6,32,2006
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,1391,284,910,197,123,80,6,14,23,2007
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,934,394,422,118,96,79,2,5,10,2008
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,802,389,322,91,107,89,6,8,4,2009
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,927,419,428,80,83,66,5,6,6,2010
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,362,136,183,43,61,42,9,3,7,2011
Yuma County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arizona,837,362,404,71,138,94,26,8,10,2012
Yuma Police Dept,47244,8693.2,1970.6,6278,444.5,565.2,317.5,8.5,69.9,169.3,Arizona,4107,931,2966,210,267,150,4,33,80,1984
Yuma Police Dept,49319,8787.7,2100.6,6239,448.1,707.6,488.7,26.4,64.9,127.7,Arizona,4334,1036,3077,221,349,241,13,32,63,1985
Yuma Police Dept,50387,8532,2361.7,5703.9,466.4,885.1,670.8,7.9,49.6,156.8,Arizona,4299,1190,2874,235,446,338,4,25,79,1986
Yuma Police Dept,49306,9151,1738.1,6873.4,539.5,943.1,722,6.1,64.9,150.1,Arizona,4512,857,3389,266,465,356,3,32,74,1987
Yuma Police Dept,52171,8481.7,1771.1,6219.9,490.7,1083,885.5,9.6,40.3,147.6,Arizona,4425,924,3245,256,565,462,5,21,77,1988
Yuma Police Dept,52005,8180,1561.4,6032.1,586.5,1024.9,865.3,7.7,51.9,100,Arizona,4254,812,3137,305,533,450,4,27,52,1989
Yuma Police Dept,54923,0,0,0,0,0,0,0,0,0,Arizona,3657,679,2716,262,421,342,3,28,48,1990
Yuma Police Dept,56193,7280.3,1352.5,5466.9,460.9,888,727.8,3.6,49.8,106.8,Arizona,4091,760,3072,259,499,409,2,28,60,1991
Yuma Police Dept,73004,0,0,0,0,0,0,0,0,0,Arizona,1026,183,746,97,126,97,2,8,19,1996
Yuma Police Dept,75097,0,0,0,0,0,0,0,0,0,Arizona,724,95,558,71,72,57,1,4,10,1997
Yuma Police Dept,63900,0,0,0,0,0,0,0,0,0,Arizona,1980,381,1364,235,211,172,0,15,24,1999
Yuma Police Dept,77515,4303.7,725,3122,456.7,601.2,485.1,5.2,33.5,77.4,Arizona,3336,562,2420,354,466,376,4,26,60,2000
Yuma Police Dept,80185,3842.4,796.9,2595.2,450.2,488.9,406.6,1.2,29.9,51.1,Arizona,3081,639,2081,361,392,326,1,24,41,2001
Yuma Police Dept,82437,3864.8,725.4,2667.5,471.9,746,653.8,2.4,38.8,50.9,Arizona,3186,598,2199,389,615,539,2,32,42,2002
Yuma Police Dept,82189,4417.9,715.4,3088,614.4,629,522,1.2,48.7,57.2,Arizona,3631,588,2538,505,517,429,1,40,47,2003
Yuma Police Dept,83989,4366,778.7,2956.3,631,731,626.3,3.6,46.4,54.8,Arizona,3667,654,2483,530,614,526,3,39,46,2004
Yuma Police Dept,86157,4483.7,869.3,2928.4,686,655.8,521.1,11.6,34.8,88.2,Arizona,3863,749,2523,591,565,449,10,30,76,2005
Yuma Police Dept,87925,4624.4,920.1,2857,847.3,616.4,480,3.4,37.5,95.5,Arizona,4066,809,2512,745,542,422,3,33,84,2006
Yuma Police Dept,88874,4402.9,999.2,2692.6,711.1,676.2,549.1,6.8,36,84.4,Arizona,3913,888,2393,632,601,488,6,32,75,2007
Yuma Police Dept,90245,3549.2,707,2433.4,408.9,566.2,472,4.4,27.7,62.1,Arizona,3203,638,2196,369,511,426,4,25,56,2008
Yuma Police Dept,91433,3796.2,1183.4,2269.4,343.4,623.4,500.9,2.2,26.2,94.1,Arizona,3471,1082,2075,314,570,458,2,24,86,2009
Yuma Police Dept,93064,3288.1,875.7,2211.4,200.9,591,501.8,3.2,25.8,60.2,Arizona,3060,815,2058,187,550,467,3,24,56,2010
Yuma Police Dept,94381,3419.1,870.9,2326.7,221.4,519.2,410,4.2,35,69.9,Arizona,3227,822,2196,209,490,387,4,33,66,2011
Yuma Police Dept,95568,3508.5,999.3,2262.3,246.9,531.6,434.2,5.2,28.3,63.8,Arizona,3353,955,2162,236,508,415,5,27,61,2012
West Helena Police Dept,11483,2473.2,1027.6,1306.3,139.3,78.4,78.4,0,0,0,Arkansas,284,118,150,16,9,9,0,0,0,1985
West Helena Police Dept,11196,2384.8,803.9,1313,268,44.7,26.8,0,0,17.9,Arkansas,267,90,147,30,5,3,0,0,2,1986
West Helena Police Dept,10805,2600.6,777.4,1610.4,212.9,0,0,0,0,0,Arkansas,281,84,174,23,0,0,0,0,0,1987
West Helena Police Dept,10586,2815,925.8,1634.2,255.1,47.2,0,0,0,47.2,Arkansas,298,98,173,27,5,0,0,0,5,1988
West Helena Police Dept,10398,3558.4,1009.8,2135,413.5,67.3,19.2,9.6,0,38.5,Arkansas,370,105,222,43,7,2,1,0,4,1989
West Helena Police Dept,9695,4363.1,1299.6,2661.2,402.3,278.5,185.7,20.6,0,72.2,Arkansas,423,126,258,39,27,18,2,0,7,1990
West Helena Police Dept,9782,5091,1727.7,2964.6,398.7,204.5,102.2,40.9,20.4,40.9,Arkansas,498,169,290,39,20,10,4,2,4,1991
West Helena Police Dept,9893,3942.2,1354.5,2193.5,394.2,181.9,70.8,40.4,0,70.8,Arkansas,390,134,217,39,18,7,4,0,7,1992
West Helena Police Dept,9365,4943.9,1847.3,2851,245.6,96.1,0,32,10.7,53.4,Arkansas,463,173,267,23,9,0,3,1,5,1993
West Helena Police Dept,9477,3883.1,1319,2110.4,453.7,211,31.7,10.6,31.7,137.2,Arkansas,368,125,200,43,20,3,1,3,13,1994
West Helena Police Dept,10021,3482.7,1776.3,1427,279.4,339.3,59.9,29.9,39.9,209.6,Arkansas,349,178,143,28,34,6,3,4,21,1995
West Helena Police Dept,10125,2084,1284,582.7,217.3,306.2,39.5,19.8,29.6,217.3,Arkansas,211,130,59,22,31,4,2,3,22,1996
West Helena Police Dept,10177,0,0,0,0,0,0,0,0,0,Arkansas,193,117,42,34,28,11,0,2,15,1997
West Helena Police Dept,9720,2232.5,1553.5,308.6,370.4,236.6,41.2,20.6,0,174.9,Arkansas,217,151,30,36,23,4,2,0,17,1998
West Helena Police Dept,9492,2834,1643.5,937.6,252.8,263.4,189.6,0,10.5,63.2,Arkansas,269,156,89,24,25,18,0,1,6,1999
West Helena Police Dept,8689,3280,1806.9,1104.8,368.3,287.7,57.5,23,23,184.1,Arkansas,285,157,96,32,25,5,2,2,16,2000
West Helena Police Dept,8750,2571.4,1428.6,845.7,297.1,411.4,160,0,34.3,217.1,Arkansas,225,125,74,26,36,14,0,3,19,2001
West Helena Police Dept,8808,0,0,0,0,0,0,0,0,0,Arkansas,49,31,7,11,4,2,0,0,2,2002
West Helena Police Dept,8234,0,0,0,0,0,0,0,0,0,Arkansas,55,36,15,4,0,0,0,0,0,2003
West Helena Police Dept,8142,5232.1,2788,2235.3,208.8,761.5,380.7,12.3,135.1,233.4,Arkansas,426,227,182,17,62,31,1,11,19,2004
West Helena Police Dept,8008,7879.6,3221.8,4270.7,387.1,1049,786.7,12.5,87.4,162.3,Arkansas,631,258,342,31,84,63,1,7,13,2005
West Helena Police Dept,13718,8361.3,3462.6,4526.9,371.8,1720.4,1472.5,21.9,36.4,189.5,Arkansas,1147,475,621,51,236,202,3,5,26,2006
West Memphis Police Dept,28353,6242.7,617.2,5364.5,261,472.6,105.8,14.1,77.6,275.1,Arkansas,1770,175,1521,74,134,30,4,22,78,1984
West Memphis Police Dept,28471,5883.2,927.3,4667.9,288,365.3,28.1,28.1,87.8,221.3,Arkansas,1675,264,1329,82,104,8,8,25,63,1985
West Memphis Police Dept,28162,6533.6,2116.3,4083.5,333.8,767,404.8,17.8,78.1,266.3,Arkansas,1840,596,1150,94,216,114,5,22,75,1986
West Memphis Police Dept,28003,6692.1,2078.3,4253.1,360.7,828.5,474.9,10.7,110.7,232.1,Arkansas,1874,582,1191,101,232,133,3,31,65,1987
West Memphis Police Dept,28368,6736.5,2210.2,4152.6,373.7,814.3,405.4,28.2,105.8,275,Arkansas,1911,627,1178,106,231,115,8,30,78,1988
West Memphis Police Dept,28081,8532.5,2624.6,5067.5,840.4,1623.9,726.5,35.6,117.5,744.3,Arkansas,2396,737,1423,236,456,204,10,33,209,1989
West Memphis Police Dept,28259,8064.7,2427.5,4738.3,898.8,1408.4,601.6,38.9,187.6,580.3,Arkansas,2279,686,1339,254,398,170,11,53,164,1990
West Memphis Police Dept,28514,5537.6,1423.9,3489.5,624.3,655.8,206.9,28.1,87.7,333.2,Arkansas,1579,406,995,178,187,59,8,25,95,1991
West Memphis Police Dept,28838,4951.8,870.4,3145.2,936.3,707.4,228.9,20.8,97.1,360.6,Arkansas,1428,251,907,270,204,66,6,28,104,1992
West Memphis Police Dept,28179,4372.1,699.1,2828.3,844.6,716.8,177.4,24.8,85.2,429.4,Arkansas,1232,197,797,238,202,50,7,24,121,1993
West Memphis Police Dept,28516,9636.7,2514.4,5225.1,1897.2,1718.3,666.3,24.5,126.2,901.2,Arkansas,2748,717,1490,541,490,190,7,36,257,1994
West Memphis Police Dept,27864,9090.6,2914.2,4608.1,1568.3,1503.7,717.8,32.3,86.1,667.5,Arkansas,2533,812,1284,437,419,200,9,24,186,1995
West Memphis Police Dept,28155,6968.6,2678,3228.6,1062,1708.4,806.3,46.2,113.7,742.3,Arkansas,1962,754,909,299,481,227,13,32,209,1996
West Memphis Police Dept,28300,5494.7,1964.7,2473.5,1056.5,1512.4,784.5,28.3,113.1,586.6,Arkansas,1555,556,700,299,428,222,8,32,166,1997
West Memphis Police Dept,27156,4941.8,1738.1,2456.2,747.5,1171,677.6,33.1,81,379.3,Arkansas,1342,472,667,203,318,184,9,22,103,1998
West Memphis Police Dept,26718,4775.8,1463.4,2713.5,598.8,827.2,524,15,59.9,228.3,Arkansas,1276,391,725,160,221,140,4,16,61,1999
West Memphis Police Dept,27666,4565.2,1333.8,2512.1,719.3,1163.9,657.8,21.7,83.1,401.2,Arkansas,1263,369,695,199,322,182,6,23,111,2000
West Memphis Police Dept,27859,5104.3,1496.8,2921.9,685.6,1206.1,692.8,7.2,75.4,430.7,Arkansas,1422,417,814,191,336,193,2,21,120,2001
West Memphis Police Dept,28045,0,0,0,0,0,0,0,0,0,Arkansas,1609,420,1034,155,271,179,2,3,87,2002
West Memphis Police Dept,28291,7440.5,3135.3,3803.3,501.9,1714.3,1265.4,10.6,99,339.3,Arkansas,2105,887,1076,142,485,358,3,28,96,2004
West Memphis Police Dept,28388,7943.5,3681.1,3660,602.4,1842.3,1229.4,38.7,112.7,461.5,Arkansas,2255,1045,1039,171,523,349,11,32,131,2005
West Memphis Police Dept,28503,6701,2922.5,3399.6,378.9,1855.9,1263,35.1,122.8,435,Arkansas,1910,833,969,108,529,360,10,35,124,2006
West Memphis Police Dept,28137,7786.9,3134.7,4240,412.3,2096.9,1275.9,10.7,145.7,664.6,Arkansas,2191,882,1193,116,590,359,3,41,187,2007
West Memphis Police Dept,27446,9367.5,4343.1,4375.9,648.5,2266.3,1701.5,10.9,112.9,440.9,Arkansas,2571,1192,1201,178,622,467,3,31,121,2008
West Memphis Police Dept,26995,8416.4,3989.6,3885.9,540.8,2604.2,2096.7,14.8,114.8,377.8,Arkansas,2272,1077,1049,146,703,566,4,31,102,2009
West Memphis Police Dept,26245,8653.1,3997,4096,560.1,2610,2015.6,22.9,99.1,472.5,Arkansas,2271,1049,1075,147,685,529,6,26,124,2010
West Memphis Police Dept,26444,9968.2,5146.7,4409.3,412.2,2325.7,1735.7,15.1,139.9,434.9,Arkansas,2636,1361,1166,109,615,459,4,37,115,2011
West Memphis Police Dept,26153,9153.8,4167.8,4458.4,527.7,2496.8,1839.2,22.9,110.9,523.8,Arkansas,2394,1090,1166,138,653,481,6,29,137,2012
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,412,177,199,36,22,18,1,3,0,1984
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,502,201,246,55,40,26,2,8,4,1985
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,380,129,223,28,32,25,3,4,0,1986
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,281,139,124,18,10,5,1,3,1,1987
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,395,171,186,38,33,27,1,3,2,1988
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,414,186,191,37,17,14,1,1,1,1989
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,455,215,204,36,30,27,0,1,2,1990
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,673,294,318,61,43,35,2,5,1,1991
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,578,232,302,44,59,49,2,7,1,1992
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,616,298,265,53,33,23,3,4,3,1993
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,524,220,262,42,22,19,1,2,0,1994
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,733,294,337,102,45,18,6,11,10,1995
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,811,297,430,84,53,31,1,12,9,1996
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,787,269,458,60,54,40,6,3,5,1997
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,788,261,462,65,38,33,2,1,2,1998
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,690,239,367,84,42,37,0,2,3,1999
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,798,243,463,92,40,32,0,5,3,2000
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,724,197,424,103,36,27,1,5,3,2001
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,732,208,426,98,46,36,4,3,3,2002
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,976,354,503,119,65,53,2,5,5,2004
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,903,363,415,125,45,40,0,2,3,2005
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,851,324,424,103,52,44,1,5,2,2006
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,789,285,420,84,62,45,0,14,3,2007
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,820,285,432,103,42,25,3,10,4,2008
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,744,311,330,103,52,27,2,22,1,2009
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,788,317,376,95,71,56,4,11,0,2010
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,907,373,438,96,56,39,3,10,4,2011
White County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Arkansas,1087,451,511,125,46,35,1,7,3,2012
Arkansas Police Dept,13741,4315.6,764.1,3376.8,174.7,538.5,494.9,0,7.3,36.4,Kansas,593,105,464,24,74,68,0,1,5,1984
Arkansas Police Dept,13810,4105.7,782,3135.4,188.3,521.4,456.2,0,14.5,50.7,Kansas,567,108,433,26,72,63,0,2,7,1985
Arkansas Police Dept,13393,5323.7,1209.6,3882.6,231.5,477.9,425.6,0,0,52.3,Kansas,713,162,520,31,64,57,0,0,7,1986
Arkansas Police Dept,13072,5500.3,1331.1,3947.4,221.8,359.5,328.9,0,7.6,22.9,Kansas,719,174,516,29,47,43,0,1,3,1987
Arkansas Police Dept,13008,5711.9,1406.8,4059,246,407.4,315.2,0,30.8,61.5,Kansas,743,183,528,32,53,41,0,4,8,1988
Arkansas Police Dept,13182,6926.1,2548.9,4164.8,212.4,432.4,333.8,7.6,30.3,60.7,Kansas,913,336,549,28,57,44,1,4,8,1989
Arkansas Police Dept,12762,6660.4,1700.4,4717.1,242.9,470.1,344.8,15.7,86.2,23.5,Kansas,850,217,602,31,60,44,2,11,3,1990
Arkansas Police Dept,12851,6661,1595.2,4863.4,202.3,645.9,552.5,0,38.9,54.5,Kansas,856,205,625,26,83,71,0,5,7,1991
Arkansas Police Dept,12995,6133.1,1569.8,4394,169.3,477.1,423.2,0,30.8,23.1,Kansas,797,204,571,22,62,55,0,4,3,1992
Arkansas Police Dept,11963,4447,535,3594.4,317.6,501.5,426.3,0,66.9,8.4,Kansas,532,64,430,38,60,51,0,8,1,2000
Arkansas Police Dept,11991,5412.4,859,4286.5,266.9,550.4,475.4,0,41.7,33.4,Kansas,649,103,514,32,66,57,0,5,4,2001
Arkansas Police Dept,12085,5022.8,877.1,3897.4,248.2,554.4,397.2,0,66.2,91,Kansas,607,106,471,30,67,48,0,8,11,2002
Arkansas Police Dept,12077,3991.1,720.4,3014,256.7,571.3,438.9,0,91.1,41.4,Kansas,482,87,364,31,69,53,0,11,5,2003
Arkansas Police Dept,11840,5076,903.7,3918.9,253.4,523.6,447.6,0,42.2,33.8,Kansas,601,107,464,30,62,53,0,5,4,2004
Arkansas Police Dept,11792,4579.4,958.3,3375.2,245.9,593.6,483.4,8.5,84.8,17,Kansas,540,113,398,29,70,57,1,10,2,2005
Arkansas Police Dept,11663,4115.6,514.4,3386.8,214.4,643.1,557.3,0,77.2,8.6,Kansas,480,60,395,25,75,65,0,9,1,2006
Arkansas Police Dept,11342,3985.2,723,3068.2,194,687.7,581.9,8.8,88.2,8.8,Kansas,452,82,348,22,78,66,1,10,1,2007
Arkansas Police Dept,11073,3774.9,749.6,2844.8,180.6,740.5,587,0,90.3,63.2,Kansas,418,83,315,20,82,65,0,10,7,2008
Arkansas Police Dept,10975,3699.3,938.5,2587.7,173.1,528.5,455.6,0,36.4,36.4,Kansas,406,103,284,19,58,50,0,4,4,2009
Arkansas Police Dept,12415,4043.5,741,3149.4,153,426.9,338.3,0,72.5,16.1,Kansas,502,92,391,19,53,42,0,9,2,2010
Arkansas Police Dept,12494,3969.9,664.3,3145.5,160.1,512.2,464.2,8,16,24,Kansas,496,83,393,20,64,58,1,2,3,2011
